n_done,prompt_idx,seq_len,n_valid_positions,elapsed_s,identity_distance,mean_rel_change
601,600,128,111,0.018,1.108236,0.01390960
602,601,128,111,0.080,1.108244,0.02187882
603,602,128,111,0.021,1.108335,0.01551974
604,603,128,111,0.075,1.108378,0.02059720
605,604,128,111,0.018,1.108483,0.02414225
606,605,128,111,0.017,1.108650,0.01299007
607,606,128,111,0.076,1.108849,0.02396610
608,607,128,111,0.017,1.108829,0.01282793
609,608,128,111,0.079,1.108741,0.01780034
610,609,128,111,0.017,1.108906,0.01056899
611,610,128,111,0.074,1.109096,0.01717353
612,611,128,111,0.017,1.109109,0.01981571
613,612,128,111,0.071,1.109116,0.01619663
614,613,128,111,0.017,1.109182,0.01559991
615,614,128,111,0.077,1.109196,0.01422570
616,615,128,111,0.017,1.109319,0.01097523
617,616,128,111,0.017,1.109207,0.01256331
618,617,128,111,0.077,1.109255,0.01065277
619,618,128,111,0.017,1.109386,0.01711797
620,619,128,111,0.076,1.109352,0.02044442
621,620,128,111,0.017,1.109391,0.01696035
622,621,128,111,0.069,1.109330,0.02818174
623,622,128,111,0.019,1.109282,0.01846603
624,623,128,111,0.086,1.109394,0.01047310
625,624,128,111,0.018,1.109122,0.01437088
626,625,128,111,0.069,1.109232,0.01336874
627,626,128,111,0.018,1.109369,0.01644266
628,627,128,111,0.078,1.109120,0.01843505
629,628,128,111,0.017,1.108985,0.01454589
630,629,128,111,0.078,1.109102,0.01499797
631,630,128,111,0.018,1.109146,0.01380346
632,631,128,111,0.078,1.109243,0.01471983
633,632,128,111,0.020,1.109025,0.01186960
634,633,128,111,0.079,1.108936,0.01328588
635,634,128,111,0.018,1.108836,0.01439954
636,635,128,111,0.017,1.108961,0.01425050
637,636,128,111,0.072,1.109172,0.01746736
638,637,128,111,0.017,1.109327,0.01527481
639,638,128,111,0.080,1.109220,0.01466876
640,639,128,111,0.017,1.109430,0.01468357
641,640,128,111,0.078,1.109485,0.01588419
642,641,128,111,0.017,1.109392,0.01510290
643,642,128,111,0.075,1.109306,0.01575352
644,643,128,111,0.017,1.109245,0.01614412
645,644,128,111,0.076,1.109411,0.01567592
646,645,128,111,0.018,1.109328,0.01609597
647,646,128,111,0.072,1.109354,0.01187927
648,647,128,111,0.017,1.109178,0.01036531
649,648,128,111,0.078,1.108927,0.01277008
650,649,128,111,0.017,1.108822,0.02047699
651,650,128,111,0.080,1.108893,0.01976517
652,651,128,111,0.017,1.108856,0.01050122
653,652,128,111,0.079,1.108888,0.01934642
654,653,128,111,0.017,1.108750,0.01004449
655,654,128,111,0.017,1.108586,0.01584183
656,655,128,111,0.077,1.108488,0.01136222
657,656,128,111,0.017,1.108383,0.01115555
658,657,128,111,0.076,1.108531,0.01348274
659,658,128,111,0.017,1.108610,0.01072469
660,659,128,111,0.073,1.108494,0.01351098
661,660,128,111,0.017,1.108462,0.01323210
662,661,128,111,0.075,1.108692,0.01543931
663,662,128,111,0.018,1.108558,0.01261382
664,663,128,111,0.079,1.108479,0.01847057
665,664,128,111,0.019,1.108344,0.01453641
666,665,128,111,0.077,1.108221,0.01190617
667,666,128,111,0.019,1.108254,0.01101309
668,667,128,111,0.078,1.108293,0.01445301
669,668,128,111,0.018,1.108213,0.01183866
670,669,128,111,0.018,1.107966,0.00992716
671,670,128,111,0.075,1.108063,0.02542610
672,671,128,111,0.016,1.108073,0.01347712
673,672,128,111,0.076,1.107948,0.01348725
674,673,128,111,0.016,1.108039,0.02087024
675,674,128,111,0.073,1.108009,0.01982015
676,675,128,111,0.016,1.107897,0.02030009
677,676,128,111,0.016,1.107867,0.01553816
678,677,128,111,0.078,1.107788,0.01709802
679,678,128,111,0.079,1.107738,0.02252794
680,679,128,111,0.016,1.107736,0.01343441
681,680,128,111,0.016,1.107618,0.01545592
682,681,128,111,0.077,1.107675,0.01019325
683,682,128,111,0.087,1.107602,0.01527985
684,683,128,111,0.019,1.107569,0.01076652
685,684,128,111,0.084,1.107534,0.01766870
686,685,128,111,0.017,1.107545,0.01678150
687,686,128,111,0.070,1.107462,0.01241356
688,687,128,111,0.016,1.107492,0.01554580
689,688,128,111,0.016,1.107601,0.01160880
690,689,128,111,0.076,1.107694,0.01059942
691,690,128,111,0.016,1.107654,0.01392150
692,691,128,111,0.078,1.107689,0.01410371
693,692,128,111,0.016,1.107765,0.02156118
694,693,128,111,0.069,1.107827,0.01618367
695,694,128,111,0.017,1.107650,0.01389907
696,695,128,111,0.079,1.107555,0.01292010
697,696,128,111,0.017,1.107682,0.01062613
698,697,128,111,0.016,1.107699,0.01185144
699,698,128,111,0.077,1.107568,0.01142469
700,699,128,111,0.017,1.107653,0.01557539
701,700,128,111,0.075,1.107628,0.01176879
702,701,128,111,0.016,1.107454,0.01605644
703,702,128,111,0.072,1.107292,0.01518177
704,703,128,111,0.016,1.107273,0.01120819
705,704,128,111,0.021,1.107257,0.01364446
706,705,128,111,0.071,1.107246,0.01677613
707,706,128,111,0.016,1.107358,0.01307506
708,707,128,111,0.076,1.107419,0.00984891
709,708,128,111,0.016,1.107544,0.01549517
710,709,128,111,0.070,1.107717,0.01830613
711,710,128,111,0.016,1.107838,0.01821287
712,711,128,111,0.080,1.107878,0.01293772
713,712,128,111,0.017,1.107913,0.01116796
714,713,128,111,0.017,1.108105,0.01536952
715,714,128,111,0.077,1.108223,0.01866944
716,715,128,111,0.017,1.108167,0.02321246
717,716,128,111,0.075,1.108210,0.01629903
718,717,128,111,0.016,1.108218,0.01187340
719,718,128,111,0.071,1.108291,0.01286307
720,719,128,111,0.016,1.108278,0.02296489
721,720,128,111,0.021,1.108471,0.01377470
722,721,128,111,0.071,1.108315,0.01554817
723,722,128,111,0.016,1.108106,0.01110264
724,723,128,111,0.076,1.108166,0.01071832
725,724,128,111,0.017,1.108152,0.01424580
726,725,128,111,0.071,1.108219,0.01229849
727,726,128,111,0.016,1.108286,0.00917073
728,727,128,111,0.080,1.108279,0.02032925
729,728,128,111,0.017,1.108200,0.01251521
730,729,128,111,0.080,1.108212,0.01454703
731,730,128,111,0.017,1.108089,0.01357187
732,731,128,111,0.080,1.108121,0.01763820
733,732,128,111,0.017,1.108166,0.01124680
734,733,128,111,0.080,1.108132,0.01031442
735,734,128,111,0.016,1.108045,0.01580943
736,735,128,111,0.016,1.107878,0.01093311
737,736,128,111,0.078,1.107926,0.01381493
738,737,128,111,0.016,1.107877,0.01502901
739,738,128,111,0.077,1.107940,0.01531143
740,739,128,111,0.016,1.108172,0.01504730
741,740,128,111,0.070,1.108092,0.01289567
742,741,128,111,0.016,1.108064,0.01134956
743,742,128,111,0.080,1.108009,0.01014793
744,743,128,111,0.017,1.108150,0.01134177
745,744,128,111,0.081,1.108211,0.01555673
746,745,128,111,0.017,1.108383,0.01290460
747,746,128,111,0.016,1.108371,0.01027150
748,747,128,111,0.077,1.108351,0.01226814
749,748,128,111,0.083,1.108244,0.01312452
750,749,128,111,0.016,1.108289,0.01012663
751,750,128,111,0.081,1.108290,0.01449855
752,751,128,111,0.016,1.108378,0.01180355
753,752,128,111,0.081,1.108504,0.01335797
754,753,128,111,0.016,1.108752,0.01338521
755,754,128,111,0.081,1.108851,0.00935270
756,755,128,111,0.016,1.108676,0.00962016
757,756,128,111,0.016,1.108780,0.01064231
758,757,128,111,0.078,1.108720,0.01426732
759,758,128,111,0.016,1.108825,0.01215340
760,759,128,111,0.076,1.108868,0.01280814
761,760,128,111,0.016,1.109010,0.01258279
762,761,128,111,0.073,1.108966,0.01049759
763,762,128,111,0.017,1.109120,0.01149466
764,763,128,111,0.077,1.109302,0.01276107
765,764,128,111,0.016,1.109382,0.01008375
766,765,128,111,0.016,1.109389,0.00882676
767,766,128,111,0.078,1.109452,0.01073904
768,767,128,111,0.016,1.109463,0.01262151
769,768,128,111,0.076,1.109524,0.01544012
770,769,128,111,0.016,1.109677,0.01281010
771,770,128,111,0.071,1.109577,0.01490449
772,771,128,111,0.016,1.109629,0.02031064
773,772,128,111,0.016,1.109685,0.01315618
774,773,128,111,0.078,1.109777,0.01050563
775,774,128,111,0.016,1.109813,0.01150650
776,775,128,111,0.079,1.109815,0.01134879
777,776,128,111,0.019,1.109900,0.01570366
778,777,128,111,0.075,1.109976,0.01756374
779,778,128,111,0.017,1.109860,0.00738196
780,779,128,111,0.070,1.109846,0.01429050
781,780,128,111,0.017,1.109897,0.01085179
782,781,128,111,0.017,1.109888,0.02096316
783,782,128,111,0.073,1.109873,0.01555697
784,783,128,111,0.017,1.109865,0.01572985
785,784,128,111,0.088,1.109929,0.01716917
786,785,128,111,0.091,1.109966,0.01195101
787,786,128,111,0.017,1.109962,0.01259261
788,787,128,111,0.074,1.109888,0.01156876
789,788,128,111,0.017,1.109764,0.01510968
790,789,128,111,0.076,1.109903,0.02068965
791,790,128,111,0.017,1.109709,0.01424412
792,791,128,111,0.072,1.109694,0.01629412
793,792,128,111,0.018,1.109849,0.01332243
794,793,128,111,0.080,1.109781,0.01171432
795,794,128,111,0.017,1.110111,0.01493476
796,795,128,111,0.079,1.110151,0.01178425
797,796,128,111,0.019,1.110161,0.00931789
798,797,128,111,0.018,1.110172,0.01109469
799,798,128,111,0.073,1.110134,0.01124537
800,799,128,111,0.017,1.110066,0.01593097
801,800,128,111,0.079,1.109907,0.01089519
802,801,128,111,0.017,1.109965,0.01080660
803,802,128,111,0.074,1.110129,0.01306931
804,803,128,111,0.017,1.110097,0.01094520
805,804,128,111,0.073,1.109880,0.01280792
806,805,128,111,0.019,1.109799,0.01246442
807,806,128,111,0.074,1.109798,0.01341948
808,807,128,111,0.018,1.109681,0.01358049
809,808,128,111,0.078,1.109711,0.01609482
810,809,128,111,0.017,1.109681,0.00887065
811,810,128,111,0.017,1.109840,0.01243987
812,811,128,111,0.076,1.109721,0.01696652
813,812,128,111,0.017,1.109775,0.00952290
814,813,128,111,0.076,1.109733,0.01260681
815,814,128,111,0.017,1.109769,0.01470447
816,815,128,111,0.069,1.109711,0.01233465
817,816,128,111,0.017,1.109715,0.01451755
818,817,128,111,0.078,1.109663,0.01592490
819,818,128,111,0.017,1.109573,0.00842791
820,819,128,111,0.080,1.109526,0.01457531
821,820,128,111,0.017,1.109548,0.01863501
822,821,128,111,0.080,1.109505,0.01390495
823,822,128,111,0.017,1.109369,0.00845973
824,823,128,111,0.079,1.109415,0.01150664
825,824,128,111,0.017,1.109298,0.00871166
826,825,128,111,0.080,1.109530,0.01348833
827,826,128,111,0.017,1.109589,0.01321663
828,827,128,111,0.080,1.109498,0.01158164
829,828,128,111,0.017,1.109666,0.01181206
830,829,128,111,0.080,1.109829,0.01312376
831,830,128,111,0.017,1.109768,0.00800209
832,831,128,111,0.080,1.109702,0.01211584
833,832,128,111,0.017,1.109604,0.01208673
834,833,128,111,0.017,1.109507,0.01336099
835,834,128,111,0.078,1.109658,0.01131496
836,835,128,111,0.082,1.109712,0.01164418
837,836,128,111,0.017,1.109719,0.01176983
838,837,128,111,0.080,1.109619,0.01069182
839,838,128,111,0.017,1.109611,0.01278765
840,839,128,111,0.080,1.109622,0.01080340
841,840,128,111,0.017,1.109614,0.01335834
842,841,128,111,0.080,1.109679,0.01239470
843,842,128,111,0.017,1.109818,0.01185284
844,843,128,111,0.080,1.109748,0.01057898
845,844,128,111,0.018,1.109879,0.00921028
846,845,128,111,0.017,1.109992,0.01134211
847,846,128,111,0.075,1.109982,0.01129062
848,847,128,111,0.017,1.109907,0.01275126
849,848,128,111,0.075,1.109796,0.01161041
850,849,128,111,0.017,1.109752,0.01066132
851,850,128,111,0.022,1.109794,0.01002428
852,851,128,111,0.062,1.109847,0.00812159
853,852,128,111,0.017,1.109786,0.01210783
854,853,128,111,0.075,1.110093,0.01268273
855,854,128,111,0.017,1.109958,0.01210070
856,855,128,111,0.073,1.109934,0.01219580
857,856,128,111,0.017,1.109958,0.01121862
858,857,128,111,0.017,1.110131,0.01968269
859,858,128,111,0.074,1.110007,0.01303303
860,859,128,111,0.017,1.109946,0.01250481
861,860,128,111,0.075,1.110188,0.01214877
862,861,128,111,0.017,1.110278,0.01368166
863,862,128,111,0.070,1.110451,0.01597711
864,863,128,111,0.017,1.110532,0.02031657
865,864,128,111,0.080,1.110475,0.01468208
866,865,128,111,0.017,1.110536,0.01402006
867,866,128,111,0.080,1.110601,0.01413645
868,867,128,111,0.017,1.110441,0.00904857
869,868,128,111,0.017,1.110612,0.01307296
870,869,128,111,0.077,1.110718,0.01112073
871,870,128,111,0.017,1.110854,0.00909949
872,871,128,111,0.076,1.110906,0.01198551
873,872,128,111,0.017,1.110944,0.02007034
874,873,128,111,0.069,1.111056,0.00980543
875,874,128,111,0.017,1.110964,0.01430142
876,875,128,111,0.017,1.111011,0.00932314
877,876,128,111,0.073,1.111044,0.01360132
878,877,128,111,0.017,1.111237,0.01560480
879,878,128,111,0.080,1.111219,0.00918733
880,879,128,111,0.017,1.111170,0.01881583
881,880,128,111,0.076,1.111155,0.01051806
882,881,128,111,0.017,1.111222,0.01073527
883,882,128,111,0.070,1.111169,0.01014333
884,883,128,111,0.017,1.111290,0.01625108
885,884,128,111,0.080,1.111274,0.00913829
886,885,128,111,0.017,1.111312,0.01040467
887,886,128,111,0.080,1.111279,0.00915689
888,887,128,111,0.017,1.111257,0.01202515
889,888,128,111,0.080,1.111285,0.00882050
890,889,128,111,0.017,1.111243,0.01361035
891,890,128,111,0.080,1.111153,0.01255665
892,891,128,111,0.017,1.111165,0.01301968
893,892,128,111,0.080,1.111207,0.01173103
894,893,128,111,0.017,1.111318,0.01071874
895,894,128,111,0.080,1.111278,0.01040121
896,895,128,111,0.017,1.111341,0.01213680
897,896,128,111,0.080,1.111336,0.00925221
898,897,128,111,0.017,1.111303,0.01215060
899,898,128,111,0.081,1.111240,0.01004065
900,899,128,111,0.016,1.111193,0.00930164
901,900,128,111,0.081,1.111126,0.00923528
902,901,128,111,0.016,1.111072,0.00846426
903,902,128,111,0.016,1.110881,0.01560795
904,903,128,111,0.078,1.110907,0.00964402
905,904,128,111,0.016,1.111094,0.01086646
906,905,128,111,0.076,1.111051,0.01102848
907,906,128,111,0.016,1.111062,0.01128141
908,907,128,111,0.070,1.111130,0.01408712
909,908,128,111,0.016,1.111044,0.01001698
910,909,128,111,0.081,1.111126,0.00908707
911,910,128,111,0.016,1.111294,0.00910579
912,911,128,111,0.081,1.111327,0.01072570
913,912,128,111,0.016,1.111359,0.01234372
914,913,128,111,0.081,1.111311,0.01115824
915,914,128,111,0.019,1.111428,0.01089256
916,915,128,111,0.017,1.111668,0.01190544
917,916,128,111,0.074,1.111706,0.01134278
918,917,128,111,0.016,1.111608,0.01102759
919,918,128,111,0.067,1.111549,0.00832060
920,919,128,111,0.016,1.111725,0.01237568
921,920,128,111,0.080,1.111745,0.01122390
922,921,128,111,0.016,1.111786,0.01040253
923,922,128,111,0.081,1.111858,0.01158426
924,923,128,111,0.017,1.111829,0.00868514
925,924,128,111,0.080,1.111906,0.00652536
926,925,128,111,0.016,1.111901,0.00892453
927,926,128,111,0.016,1.111794,0.01059958
928,927,128,111,0.077,1.111739,0.00820738
929,928,128,111,0.016,1.111726,0.00902004
930,929,128,111,0.078,1.111651,0.00985382
931,930,128,111,0.016,1.111579,0.00788267
932,931,128,111,0.069,1.111574,0.00953497
933,932,128,111,0.016,1.111608,0.00876353
934,933,128,111,0.096,1.111642,0.00769552
935,934,128,111,0.083,1.111633,0.01408026
936,935,128,111,0.017,1.111539,0.01332823
937,936,128,111,0.017,1.111497,0.00720396
938,937,128,111,0.077,1.111487,0.01035620
939,938,128,111,0.017,1.111532,0.01143265
940,939,128,111,0.073,1.111466,0.00865033
941,940,128,111,0.017,1.111527,0.01390015
942,941,128,111,0.081,1.111565,0.00985773
943,942,128,111,0.017,1.111555,0.01369367
944,943,128,111,0.017,1.111751,0.00893904
945,944,128,111,0.069,1.111787,0.01333289
946,945,128,111,0.017,1.111946,0.01321567
947,946,128,111,0.075,1.111858,0.00968527
948,947,128,111,0.017,1.111787,0.00870173
949,948,128,111,0.071,1.111802,0.00993191
950,949,128,111,0.017,1.111854,0.01056566
951,950,128,111,0.017,1.111917,0.00978683
952,951,128,111,0.076,1.112028,0.01039347
953,952,128,111,0.017,1.111948,0.00949649
954,953,128,111,0.072,1.112111,0.00927017
955,954,128,111,0.017,1.112015,0.00668618
956,955,128,111,0.076,1.111958,0.01022834
957,956,128,111,0.017,1.111978,0.00874653
958,957,128,111,0.076,1.112041,0.00994888
959,958,128,111,0.017,1.112056,0.00956476
960,959,128,111,0.080,1.112023,0.00753519
961,960,128,111,0.017,1.112069,0.01460279
962,961,128,111,0.080,1.112085,0.00745478
963,962,128,111,0.017,1.111958,0.01077513
964,963,128,111,0.080,1.111940,0.01067395
965,964,128,111,0.017,1.111910,0.01175977
966,965,128,111,0.080,1.111892,0.00974051
967,966,128,111,0.017,1.111891,0.00953599
968,967,128,111,0.080,1.111809,0.01184842
969,968,128,111,0.017,1.111701,0.00995984
970,969,128,111,0.017,1.111782,0.01607372
971,970,128,111,0.078,1.111811,0.01092820
972,971,128,111,0.017,1.111791,0.00833607
973,972,128,111,0.076,1.111867,0.01269034
974,973,128,111,0.017,1.111777,0.01011399
975,974,128,111,0.077,1.111721,0.01981782
976,975,128,111,0.017,1.111728,0.00988741
977,976,128,111,0.072,1.111748,0.01024008
978,977,128,111,0.017,1.111660,0.00864708
979,978,128,111,0.080,1.111616,0.00940582
980,979,128,111,0.017,1.111622,0.01016242
981,980,128,111,0.080,1.111664,0.00782539
982,981,128,111,0.017,1.111580,0.01048786
983,982,128,111,0.080,1.111531,0.00783876
984,983,128,111,0.017,1.111579,0.01368594
985,984,128,111,0.080,1.111522,0.00902360
986,985,128,111,0.017,1.111460,0.00899361
987,986,128,111,0.017,1.111422,0.01571973
988,987,128,111,0.077,1.111302,0.00777136
989,988,128,111,0.017,1.111330,0.01178088
990,989,128,111,0.066,1.111298,0.00924771
991,990,128,111,0.018,1.111289,0.00995501
992,991,128,111,0.078,1.111313,0.01065433
993,992,128,111,0.017,1.111446,0.02031487
994,993,128,111,0.085,1.111431,0.00970616
995,994,128,111,0.017,1.111471,0.00908432
996,995,128,111,0.017,1.111515,0.01022245
997,996,128,111,0.070,1.111571,0.00922631
998,997,128,111,0.082,1.111736,0.01507774
999,998,128,111,0.017,1.111772,0.00815770
1000,999,128,111,0.017,1.111593,0.00951349
